row,sample_id,predicted_class_index,predicted_polarity,full_predicted_class_logit,full_intensity,donor_text_row,Delta_cls_text,Delta_reg_text,donor_audio_row,Delta_cls_audio,Delta_reg_audio,donor_vision_row,Delta_cls_vision,Delta_reg_vision,dominant_modality_cls,dominant_modality_reg,Delta_cls_audio_vision_joint,Delta_reg_audio_vision_joint
11,101787$_$7,2,Positive,1.0329350233078003,1.1496267318725586,60,2.363085985183716,2.7924933433532715,362,-0.28201568126678467,0.18695318698883057,444,0.003544926643371582,0.011446714401245117,text,text,-0.27998220920562744,0.17733335494995117
12,101787$_$9,0,Negative,0.1552024781703949,-0.2219686508178711,590,1.1079764366149902,0.4775816798210144,289,0.13087576627731323,0.0028246939182281494,300,-0.0611150860786438,0.04215216636657715,text,text,0.07276664674282074,0.04262980818748474
13,102408$_$2,1,Neutral,0.31018877029418945,-0.32011693716049194,301,0.7041313648223877,0.08085587620735168,78,0.25953298807144165,0.040442198514938354,284,-0.01606568694114685,0.014618396759033203,text,text,0.2544691860675812,0.04775547981262207
14,102408$_$5,2,Positive,0.9589880704879761,0.884830892086029,88,1.6715075969696045,1.9670546054840088,119,0.44304966926574707,0.33340901136398315,484,0.6722879409790039,0.5828163027763367,text,text,1.0818886756896973,0.9304523468017578
15,102408$_$9,0,Negative,0.9545610547065735,-0.7666574716567993,367,3.749976634979248,2.30081844329834,507,-0.5390134453773499,0.22286367416381836,146,-0.13773185014724731,0.11893808841705322,text,text,-0.6950355172157288,0.36355865001678467
16,102858$_$20,0,Negative,0.5749831199645996,-0.14583566784858704,400,-0.27222681045532227,0.30895254015922546,223,-0.1905016303062439,0.2011350691318512,581,0.1949714720249176,0.23000788688659668,vision,text,-0.012672662734985352,0.009530335664749146
17,102858$_$21,0,Negative,1.5085793733596802,-1.0632100105285645,514,2.332029342651367,1.6026570796966553,565,-0.11627781391143799,0.11880612373352051,702,0.02701270580291748,0.019329309463500977,text,text,-0.09011471271514893,0.10007226467132568
18,102858$_$1,2,Positive,0.3802519738674164,0.3237868845462799,562,0.8366612195968628,0.654163122177124,213,-0.15088501572608948,0.08960095047950745,72,0.1619354784488678,0.12748722732067108,text,text,0.02200978994369507,0.04575294256210327
19,102858$_$0,2,Positive,0.44121092557907104,0.3043273389339447,663,0.7563142776489258,0.5640801191329956,715,0.15732920169830322,0.1265682727098465,111,0.04996621608734131,0.04460820555686951,text,text,0.2056238055229187,0.16873615980148315
20,102858$_$4,2,Positive,0.9413081407546997,0.9069536924362183,372,0.46046435832977295,0.49896085262298584,320,-0.3309366703033447,0.19988024234771729,695,0.12632179260253906,0.034062206745147705,text,text,-0.1856088638305664,0.15154457092285156
21,102858$_$6,0,Negative,0.6821533441543579,-0.4248257875442505,239,2.1468610763549805,0.6957967281341553,310,0.33880048990249634,0.12035125494003296,373,0.05304759740829468,0.13851171731948853,text,text,0.36915403604507446,0.24092483520507812
22,102858$_$10,2,Positive,0.9043242931365967,1.0773245096206665,136,0.38411402702331543,0.547609269618988,104,0.08478927612304688,0.1470118761062622,290,0.019637644290924072,0.026743412017822266,text,text,0.10336363315582275,0.1716328263282776
23,102858$_$17,0,Negative,0.23160558938980103,-0.34629330039024353,96,1.3923227787017822,0.4772290587425232,476,0.15284661948680878,0.03469601273536682,126,-0.05192530155181885,0.027873188257217407,text,text,0.09609046578407288,0.011045724153518677
24,102858$_$19,1,Neutral,0.29818281531333923,-0.013491258025169373,669,0.2118450403213501,0.24253197014331818,567,-0.04922783374786377,0.005808139219880104,132,0.04072326421737671,0.0017992295324802399,text,text,-0.008341372013092041,0.002926887944340706
25,112433$_$10,1,Neutral,0.317916601896286,-0.13269373774528503,643,1.0180684328079224,1.1731288433074951,211,0.11177617311477661,0.08604089915752411,524,0.20933443307876587,0.16483186185359955,text,text,0.40144336223602295,0.33041176199913025
26,112433$_$3,0,Negative,0.24415722489356995,-0.13771241903305054,324,1.7483656406402588,0.7311294674873352,122,-0.03547251224517822,0.05361619591712952,328,0.027990370988845825,0.005815446376800537,text,text,-0.010761052370071411,0.04103389382362366
27,112433$_$7,0,Negative,0.4579687714576721,-0.19375361502170563,421,1.6358561515808105,0.3102293610572815,512,0.3017335832118988,0.2565825879573822,17,-0.045205116271972656,0.07999195158481598,text,text,0.2427806556224823,0.14982843399047852
28,112433$_$6,0,Negative,1.1918787956237793,-0.9037618637084961,353,1.8619554042816162,0.827480673789978,646,-0.3951535224914551,0.29340171813964844,452,0.31808727979660034,0.2936971187591553,text,text,-0.06341063976287842,0.03183382749557495
29,117tQqLjza4$_$6,2,Positive,1.8638057708740234,0.8981131315231323,684,2.1112735271453857,1.1245794296264648,109,0.186484694480896,0.056188106536865234,486,0.5318353176116943,0.4496123194694519,text,text,0.7069790363311768,0.5021153092384338
30,11j7EfglCAs$_$2,2,Positive,0.5000393390655518,0.3043099641799927,151,0.947338879108429,0.6523535251617432,53,-0.13847994804382324,0.13391345739364624,426,0.08658325672149658,0.07513017952442169,text,text,-0.04227340221405029,0.04148128628730774
31,121128$_$10,2,Positive,0.5589503049850464,0.45565950870513916,391,0.8093746900558472,0.5238781571388245,228,-0.09277242422103882,0.15361428260803223,15,-0.7380629777908325,0.715911865234375,text,vision,-0.8299227952957153,0.8476641178131104
32,121128$_$1,1,Neutral,0.1458740532398224,-0.13017728924751282,614,0.35664618015289307,0.10043195635080338,703,-0.2686269283294678,0.020808756351470947,403,0.03279659152030945,0.06456407904624939,text,text,-0.24632704257965088,0.07486414909362793
33,121128$_$0,1,Neutral,0.4619336426258087,-0.05142655223608017,672,1.5113434791564941,1.037078857421875,341,-0.12850555777549744,0.08482202142477036,490,0.01804208755493164,0.01937343180179596,text,text,-0.10886892676353455,0.10553772002458572
34,121128$_$5,2,Positive,0.7800012826919556,1.4877707958221436,462,1.0951664447784424,1.615015983581543,92,-0.011141002178192139,0.08536267280578613,175,0.19996488094329834,0.142663836479187,text,text,0.1850367784500122,0.04955267906188965
35,125344$_$0,0,Negative,0.5195104479789734,-0.018228670582175255,556,0.8953778743743896,0.7856453061103821,124,0.3325280249118805,0.11966220289468765,625,-0.09431004524230957,0.23850588500499725,text,text,0.2809631824493408,0.11315717548131943
36,125676$_$0,2,Positive,1.1241843700408936,0.8013603687286377,542,1.3601298332214355,0.9347416162490845,564,0.04213285446166992,0.0029151439666748047,86,0.2851707935333252,0.2452029585838318,text,text,0.3270740509033203,0.2525743842124939
37,125676$_$4,2,Positive,1.8893197774887085,1.2792317867279053,668,1.367938756942749,0.9293234944343567,727,0.14066922664642334,0.08921205997467041,615,0.08881866931915283,0.12797069549560547,text,text,0.2302149534225464,0.2149519920349121
38,128059$_$11,0,Negative,1.5828546285629272,-1.0892575979232788,229,2.184957981109619,1.0575566291809082,295,0.12700867652893066,0.12082439661026001,138,0.42005348205566406,0.4626242518424988,text,text,0.5628730058670044,0.6170377135276794
39,128059$_$12,0,Negative,0.6448609232902527,-0.5265642404556274,486,2.162498712539673,1.1808143854141235,365,-0.45343655347824097,0.2521301507949829,590,0.008065998554229736,0.0006766319274902344,text,text,-0.44999510049819946,0.2506903409957886
40,128059$_$2,0,Negative,0.6338558793067932,-0.349670946598053,12,0.717853307723999,0.1167735755443573,434,-0.25731009244918823,0.22912150621414185,170,0.09910088777542114,0.014834791421890259,text,audio,-0.16376346349716187,0.2127709984779358
41,128059$_$7,0,Negative,0.3184383809566498,-0.22054459154605865,411,1.4523675441741943,0.47292661666870117,359,0.15746340155601501,0.029122307896614075,572,0.060088127851486206,0.05321843922138214,text,text,0.22597739100456238,0.08823433518409729
42,128059$_$6,0,Negative,1.0157854557037354,-0.6069000959396362,148,-0.09158790111541748,0.1288377046585083,453,0.028768539428710938,0.036441683769226074,135,0.05347084999084473,0.03479033708572388,vision,text,0.08180797100067139,0.06876373291015625
43,128059$_$9,0,Negative,0.7337285876274109,-0.43407803773880005,200,-0.22165101766586304,0.0752764344215393,698,-0.3280410170555115,0.2541782855987549,160,-0.0560154914855957,0.06328067183494568,vision,audio,-0.38812679052352905,0.31300121545791626
44,128763$_$12,0,Negative,0.152689591050148,-0.08818250894546509,686,1.4733843803405762,0.44743627309799194,662,-0.13171698153018951,0.028480052947998047,48,-0.014367669820785522,0.017870813608169556,text,text,-0.14761139452457428,0.04915602505207062
45,128763$_$3,0,Negative,1.8185319900512695,-1.4485095739364624,490,2.948880672454834,1.8190412521362305,208,-0.19587969779968262,0.11674892902374268,139,0.048833250999450684,0.03986406326293945,text,text,-0.15598177909851074,0.08032357692718506
46,128763$_$2,1,Neutral,0.3956945240497589,-0.21157097816467285,335,0.09210473299026489,0.3137171268463135,696,0.10376730561256409,0.051083534955978394,199,0.13330024480819702,0.1250486671924591,vision,text,0.22994956374168396,0.18218117952346802
47,128763$_$5,1,Neutral,0.37553635239601135,-0.06859365105628967,184,0.6867455244064331,0.9391264915466309,702,-0.06358307600021362,0.020604629069566727,364,0.011273503303527832,0.01732172816991806,text,text,-0.0457533597946167,0.04227695241570473
48,128763$_$7,0,Negative,1.4335731267929077,-0.8804253339767456,26,1.0108357667922974,0.6185109615325928,247,-0.26247286796569824,0.22463774681091309,639,0.11149418354034424,0.07198667526245117,text,text,-0.13791847229003906,0.17087090015411377
49,128763$_$8,0,Negative,1.000006914138794,-0.6168864369392395,91,0.6340382695198059,0.21007555723190308,233,-0.05749642848968506,0.018888473510742188,159,0.007803440093994141,0.0030806660652160645,text,text,-0.04980826377868652,0.016452789306640625
50,130456$_$11,0,Negative,1.687584400177002,-1.148864984512329,466,3.226048469543457,1.8077102899551392,701,0.65472412109375,0.49115443229675293,243,0.029898524284362793,0.03060293197631836,text,text,0.7093519568443298,0.5414586663246155
51,130456$_$3,2,Positive,0.2080727219581604,0.2298545241355896,121,0.560702919960022,0.5909550786018372,474,-0.13167810440063477,0.08771640062332153,611,0.03981006145477295,0.0395222008228302,text,text,-0.08785203099250793,0.044046223163604736
52,130456$_$5,0,Negative,0.6207888126373291,-0.3573306202888489,292,0.15769091248512268,0.2204316258430481,179,0.39582929015159607,0.1894306242465973,597,-0.17858994007110596,0.19904792308807373,audio,text,0.2259019911289215,0.012239396572113037
53,130456$_$4,1,Neutral,0.38079050183296204,-0.15128380060195923,682,0.5273695588111877,0.4878358840942383,267,0.033907532691955566,0.09161902964115143,302,0.043973326683044434,0.04697364568710327,text,text,0.07446163892745972,0.043749257922172546
54,130456$_$7,0,Negative,1.3368182182312012,-1.0509041547775269,59,0.8746862411499023,0.7243565320968628,27,-0.0778203010559082,0.07377207279205322,245,-0.018913865089416504,0.0237809419631958,text,text,-0.09885430335998535,0.09993553161621094
55,130456$_$6,0,Negative,1.1142206192016602,-0.6619268655776978,662,1.7649344205856323,0.8647524118423462,220,0.17238175868988037,0.07078635692596436,37,0.014968633651733398,0.0033614635467529297,text,text,0.189142107963562,0.07422852516174316
56,188343$_$13,0,Negative,1.5997068881988525,-1.1517915725708008,209,2.7779321670532227,1.3360296487808228,235,0.22096574306488037,0.23458921909332275,92,0.006659150123596191,0.001992464065551758,text,text,0.22749722003936768,0.23114800453186035
57,188343$_$12,0,Negative,2.824906349182129,-2.1267805099487305,298,1.8324263095855713,1.5767561197280884,291,0.1414017677307129,0.11257743835449219,593,0.15233945846557617,0.041414737701416016,text,text,0.2855570316314697,0.18135428428649902
58,188343$_$5,0,Negative,1.2843965291976929,-0.9549698829650879,269,2.2717185020446777,1.2885159254074097,443,0.5749963521957397,0.4131026864051819,47,-0.0010815858840942383,0.0026625990867614746,text,text,0.5830179452896118,0.41878819465637207
59,188343$_$9,0,Negative,1.0809069871902466,-0.7785191535949707,398,1.7767302989959717,0.8688520193099976,520,0.031516194343566895,0.10796850919723511,675,0.17813342809677124,0.13706821203231812,text,text,0.214807391166687,0.26689231395721436
60,188343$_$8,0,Negative,2.2827229499816895,-1.7247765064239502,552,2.3141300678253174,1.8178811073303223,168,0.4988166093826294,0.3946034908294678,261,0.0746302604675293,0.06218063831329346,text,text,0.5896188020706177,0.495846152305603
61,1HK7Nea0PFo$_$1,0,Negative,0.45517709851264954,-0.19163772463798523,228,-0.9156210422515869,0.6663384437561035,146,-0.23181304335594177,0.08550813794136047,555,-0.03539782762527466,0.035460978746414185,vision,text,-0.28266170620918274,0.12811648845672607
62,216097$_$1,0,Negative,1.3288365602493286,-1.1100479364395142,374,1.5290303230285645,1.4145171642303467,358,0.31132030487060547,0.14475464820861816,651,0.03512382507324219,0.043498992919921875,text,text,0.35515475273132324,0.19846117496490479
63,216097$_$2,1,Neutral,0.2431384027004242,0.005028964020311832,517,0.21623358130455017,0.08316773176193237,302,0.09828183054924011,0.2331392467021942,163,-0.11311936378479004,0.00187782384455204,text,audio,-0.030409663915634155,0.20579546689987183
64,216097$_$5,1,Neutral,-0.06888426095247269,0.036317016929388046,375,-0.3322789967060089,0.22247323393821716,149,0.022761553525924683,0.1419970691204071,554,-0.16497057676315308,0.09013311564922333,audio,text,-0.195674329996109,0.008843887597322464
65,216097$_$4,0,Negative,1.1806446313858032,-0.6854466199874878,636,1.897173523902893,1.2646204233169556,670,0.46351999044418335,0.23601222038269043,539,0.11062145233154297,0.05262947082519531,text,text,0.5990281105041504,0.2953777015209198
66,216097$_$7,2,Positive,0.5674778819084167,0.7098200917243958,465,0.4147467017173767,0.46740037202835083,538,0.3224395513534546,0.3442991375923157,287,-0.15321069955825806,0.07756257057189941,text,text,0.19927600026130676,0.23268666863441467
67,216097$_$8,0,Negative,2.2188913822174072,-1.6897196769714355,127,2.2317614555358887,1.6817132234573364,550,0.3093259334564209,0.1941823959350586,285,0.0030117034912109375,0.01906430721282959,text,text,0.3056715726852417,0.20296645164489746
68,223431$_$11,0,Negative,0.30700239539146423,-0.25579410791397095,23,0.8302472829818726,0.23602275550365448,641,-1.2869006395339966,0.8724239468574524,293,0.00429987907409668,0.01974007487297058,text,audio,-1.3030259609222412,0.8937010169029236
69,223431$_$10,2,Positive,1.281755805015564,0.9878989458084106,24,0.8785581588745117,0.9066516757011414,590,0.5575550198554993,0.4361683130264282,653,-0.11115825176239014,0.08973491191864014,text,text,0.4554661512374878,0.34275907278060913
70,223431$_$13,0,Negative,0.7115037441253662,-0.7204122543334961,424,1.1081976890563965,0.49399441480636597,83,-1.2059303522109985,0.708662748336792,279,0.08940708637237549,0.09778529405593872,text,audio,-1.1541506052017212,0.6688750982284546
71,223431$_$0,2,Positive,0.7167472839355469,0.23432084918022156,21,0.5009227991104126,0.1178915798664093,561,0.39277148246765137,0.09509584307670593,149,0.2850345969200134,0.17254775762557983,text,vision,0.6133437752723694,0.22101199626922607
72,223431$_$5,1,Neutral,0.20238640904426575,-0.36700624227523804,201,0.5879749059677124,1.0185327529907227,523,0.373735249042511,0.020054519176483154,317,0.3358146548271179,0.3052694797515869,text,text,0.5267421007156372,0.28091520071029663
73,225770$_$3,0,Negative,0.5721995234489441,-0.3762875199317932,666,0.6229681968688965,0.30808085203170776,152,0.026634514331817627,0.048609524965286255,479,-0.02909749746322632,0.0019711554050445557,text,text,-0.01044917106628418,0.05832391977310181
74,225770$_$5,1,Neutral,0.559666633605957,0.017399903386831284,725,0.7328376770019531,0.12876993417739868,680,0.05515730381011963,0.04113222286105156,210,-0.008626937866210938,0.013500850647687912,text,text,0.04641139507293701,0.051638271659612656
75,225770$_$4,1,Neutral,0.18099990487098694,-0.1145654171705246,685,0.8648349046707153,0.2829306721687317,694,-0.08188629150390625,0.023296505212783813,282,0.018513739109039307,0.0391378179192543,text,text,-0.06804913282394409,0.00363178551197052
76,225770$_$6,0,Negative,0.1565663069486618,-0.08830501139163971,191,1.7260875701904297,0.3629724979400635,487,-0.018166467547416687,0.07543051242828369,152,0.013565242290496826,0.027135677635669708,text,text,-0.007310733199119568,0.050419896841049194
77,236021$_$12,2,Positive,0.39661285281181335,0.25767379999160767,14,-0.003880441188812256,0.18147802352905273,489,-0.05334547162055969,0.06251421570777893,376,0.4704397916793823,0.31171995401382446,vision,vision,0.439111590385437,0.29043567180633545
78,236021$_$1,1,Neutral,0.4613938629627228,-0.1125050038099289,528,0.3267623782157898,0.3589322566986084,114,-0.0219343900680542,0.07516507804393768,93,0.0011882781982421875,0.017190709710121155,text,text,-0.020280957221984863,0.08975464850664139
79,236021$_$3,0,Negative,1.4983341693878174,-1.126137375831604,267,2.637843132019043,1.387300729751587,218,-0.07767355442047119,0.054662227630615234,54,0.0011134147644042969,0.009494662284851074,text,text,-0.07499468326568604,0.04447793960571289
80,236021$_$2,0,Negative,0.35829299688339233,-0.08822476118803024,571,1.34295654296875,0.3281978666782379,450,0.1471041440963745,0.05773603543639183,327,0.03757834434509277,0.008595556020736694,text,text,0.19002704322338104,0.06929049640893936
81,236021$_$5,2,Positive,0.02886972576379776,0.5556484460830688,258,-2.5654990673065186,0.8689671754837036,537,0.06198181211948395,0.3431684374809265,526,0.020915940403938293,0.08919793367385864,audio,text,0.09366782009601593,0.4104630947113037
82,236021$_$4,0,Negative,0.9005632400512695,-0.5054688453674316,520,0.45477089285850525,0.1836952567100525,440,0.24299925565719604,0.09481364488601685,125,-0.09658211469650269,0.09949803352355957,text,text,0.15881383419036865,0.00783681869506836
83,237009$_$11,0,Negative,0.8327318429946899,-0.6115173697471619,606,0.18385708332061768,0.3329083323478699,131,-0.27878403663635254,0.12484794855117798,30,-0.061981797218322754,0.05915343761444092,text,text,-0.3361145257949829,0.18247193098068237
84,237009$_$12,0,Negative,2.1130611896514893,-1.4941866397857666,30,2.8012137413024902,1.9407382011413574,347,0.13909316062927246,0.0453190803527832,153,0.0005133152008056641,0.014347076416015625,text,text,0.13890624046325684,0.05971837043762207
85,237009$_$4,0,Negative,0.26813122630119324,-0.02491823211312294,653,1.9887269735336304,1.7676702737808228,265,-0.04137301445007324,0.07710389792919159,365,0.16190345585346222,0.18716426193714142,text,text,0.12153506278991699,0.10233543813228607
86,237009$_$7,0,Negative,2.5738255977630615,-1.9174978733062744,349,3.382246732711792,2.220022678375244,615,2.0406224727630615,1.0133367776870728,248,0.013217687606811523,0.005458354949951172,text,text,2.0419318675994873,1.0270957946777344
87,237009$_$9,0,Negative,1.9937723875045776,-1.5061959028244019,337,2.6368651390075684,1.491776943206787,686,0.2696878910064697,0.15622711181640625,25,0.04706776142120361,0.04665112495422363,text,text,0.321779727935791,0.2049034833908081
88,241629$_$10,0,Negative,1.8601372241973877,-1.4681097269058228,422,2.392915964126587,1.3822383880615234,102,-0.5011646747589111,0.3814131021499634,306,0.13174974918365479,0.09916841983795166,text,text,-0.38785743713378906,0.32876265048980713
89,241629$_$0,2,Positive,1.3414361476898193,0.9683666825294495,667,1.3704965114593506,1.103559136390686,391,0.2947237491607666,0.08149123191833496,619,0.1285470724105835,0.07619315385818481,text,text,0.41645121574401855,0.15297847986221313
90,241629$_$3,2,Positive,0.27067017555236816,0.4629063010215759,412,0.739107608795166,0.7485210299491882,199,0.509903073310852,0.6402100324630737,196,-0.14241009950637817,0.14336228370666504,text,text,0.3845486640930176,0.5156739950180054
91,241629$_$5,0,Negative,0.4156053960323334,-0.4416894316673279,194,1.9945008754730225,1.0089685916900635,364,-0.16596034169197083,0.02616804838180542,304,-0.019306182861328125,0.06987333297729492,text,text,-0.20609816908836365,0.057283103466033936
92,241629$_$8,0,Negative,1.951316475868225,-1.44174325466156,73,1.4905970096588135,0.9573795795440674,469,0.3427748680114746,0.25153207778930664,12,0.0030699968338012695,0.009643077850341797,text,text,0.3539116382598877,0.2741140127182007
93,243646$_$11,0,Negative,1.5502358675003052,-1.0213778018951416,304,2.44242262840271,1.2961702346801758,246,-0.2334277629852295,0.16830134391784668,449,-0.024817824363708496,0.015433311462402344,text,text,-0.26106739044189453,0.18997907638549805
94,243646$_$12,0,Negative,1.397099256515503,-0.9593608379364014,279,3.1251296997070312,1.658874273300171,26,0.5490474700927734,0.41886186599731445,270,-0.1584528684616089,0.15433764457702637,text,text,0.37034404277801514,0.25022560358047485
95,243646$_$9,1,Neutral,0.5563513040542603,-0.0896172821521759,249,1.041083812713623,0.4027269184589386,281,0.06241163611412048,0.02710353583097458,310,0.130963534116745,0.05647038295865059,text,text,0.2389037013053894,0.12938734889030457
96,243646$_$8,1,Neutral,0.6858413219451904,0.11638715118169785,690,1.111518383026123,0.7819370031356812,578,0.07284212112426758,0.1392287015914917,112,-0.04070627689361572,0.024865880608558655,text,text,0.013819336891174316,0.09211529046297073
97,247318$_$12,0,Negative,2.499014377593994,-1.8491932153701782,575,3.4271934032440186,2.4828875064849854,39,0.30439019203186035,0.2247835397720337,578,-0.05417656898498535,0.06479132175445557,text,text,0.24681949615478516,0.14833295345306396
98,247318$_$1,2,Positive,0.3314204514026642,0.11426712572574615,225,0.48159682750701904,0.07225988060235977,705,-0.2817457616329193,0.16397671401500702,142,-0.0022224783897399902,0.013673536479473114,text,audio,-0.280674546957016,0.14246748387813568
99,247318$_$3,1,Neutral,0.11746293306350708,-0.12282606959342957,125,0.28268957138061523,0.2565711438655853,40,0.016073375940322876,0.004996851086616516,414,-0.006813108921051025,0.003238856792449951,text,text,0.010173261165618896,0.002418011426925659
100,247318$_$2,0,Negative,-0.09894461184740067,0.0009493567049503326,726,1.8617161512374878,0.9045082330703735,451,0.2019282877445221,0.0855693370103836,257,-0.1430206596851349,0.11516055464744568,text,text,0.04114767163991928,0.04920998588204384
101,247318$_$5,1,Neutral,-0.05367254465818405,-0.011103534139692783,380,0.7735843658447266,0.9186319708824158,519,0.10851209610700607,0.02352244406938553,56,0.003392554819583893,0.04017769545316696,text,text,0.10502006858587265,0.02539796382188797
102,247318$_$7,0,Negative,2.4561805725097656,-1.9127042293548584,117,2.433483839035034,1.8042404651641846,335,0.13170838356018066,0.04897594451904297,181,0.013058900833129883,0.0022431612014770508,text,text,0.14485883712768555,0.04888772964477539
103,247318$_$6,1,Neutral,0.636878252029419,-0.06257779896259308,570,0.6050814390182495,0.07657230645418167,82,0.029366254806518555,0.03619302436709404,303,0.21875569224357605,0.10627065598964691,text,vision,0.2807469069957733,0.18060213327407837
104,252998$_$1,1,Neutral,0.46101894974708557,-0.1223163902759552,202,0.6824483275413513,0.19996309280395508,111,-0.154811829328537,0.06073746085166931,229,-0.06987890601158142,0.024092629551887512,text,text,-0.2324807345867157,0.08033949136734009
105,252998$_$0,1,Neutral,0.43088045716285706,-0.1565595269203186,179,1.0951764583587646,1.167726755142212,110,-0.16113921999931335,0.044477611780166626,61,0.21053236722946167,0.12235108762979507,text,text,0.0670233964920044,0.17534181475639343
106,252998$_$5,0,Negative,2.4556820392608643,-1.9026732444763184,305,2.5380542278289795,1.8934237957000732,203,0.08010149002075195,0.0256497859954834,648,-0.0025603771209716797,0.0011504888534545898,text,text,0.08065152168273926,0.028080463409423828
107,252998$_$4,0,Negative,1.3272349834442139,-0.9082587957382202,579,2.931443691253662,2.0528950691223145,605,-0.007160663604736328,0.02376502752304077,24,0.01124882698059082,0.017186284065246582,text,text,0.0033652782440185547,0.01195216178894043
108,252998$_$7,0,Negative,0.7411185503005981,-0.33159685134887695,387,1.7013098001480103,1.0747015476226807,155,-0.11750620603561401,0.1516842246055603,591,-0.06268191337585449,0.08342429995536804,text,text,-0.17911505699157715,0.22851699590682983
109,252998$_$8,0,Negative,0.18617534637451172,-0.24487634003162384,102,-2.1568121910095215,1.5714125633239746,238,-0.1591014564037323,0.030472442507743835,687,-0.11944538354873657,0.09502957761287689,vision,text,-0.26396501064300537,0.1076994389295578
110,257247$_$10,0,Negative,1.0257889032363892,-0.6085485816001892,278,3.1981921195983887,0.9022520184516907,134,-0.6987308263778687,0.5651184916496277,167,-0.02244865894317627,0.031555116176605225,text,text,-0.7262670993804932,0.5929309725761414
111,257247$_$12,0,Negative,2.3356375694274902,-1.9157345294952393,611,3.789315700531006,2.047858953475952,500,-0.27538132667541504,0.13608765602111816,65,-0.04569196701049805,0.11147642135620117,text,text,-0.301189661026001,0.22629189491271973
112,257247$_$2,1,Neutral,0.552801251411438,0.08399121463298798,502,0.7760363817214966,0.6324208378791809,408,-0.0034941434860229492,0.11745013296604156,136,-0.021904349327087402,0.021282218396663666,text,text,-0.02339613437652588,0.1368311643600464
113,258654$_$1,0,Negative,1.25766921043396,-0.9052989482879639,244,2.197138786315918,1.78986394405365,196,-0.1373988389968872,0.09778439998626709,692,-0.11843883991241455,0.10903429985046387,text,text,-0.24308276176452637,0.19712615013122559
114,258654$_$3,0,Negative,0.6411616802215576,-0.003398787695914507,143,-0.8936061859130859,1.1503092050552368,697,-0.1859138011932373,0.2018800973892212,412,-0.3265227675437927,0.4248653054237366,audio,text,-0.49294567108154297,0.6054742336273193
115,258654$_$4,1,Neutral,0.4071871340274811,-0.15933838486671448,497,1.7743473052978516,1.7805525064468384,718,0.17399221658706665,0.08785566687583923,188,0.0737236738204956,0.07824896275997162,text,text,0.23798280954360962,0.01357308030128479
